

   0.00000E+00   0.00000E+00   0.40010E+01   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03
   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03
   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.72391E+01   0.00000E+00
   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03
   0.00000E+00   0.00000E+00   0.00000E+00   0.87333E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03
   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03
   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03
   0.00000E+00   0.00000E+00   0.39552E+01   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03
   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.24859E+01   0.00000E+00   0.00000E+00   0.00000E+00
   0.00000E+00   0.59984E+01   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03
   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03
   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03
   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03
   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03
   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03
   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03
   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03
   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03
   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03
   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03
   0.12915E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.65826E+02   0.00000E+00   0.00000E+00
   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.74184E+02
   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03
   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03
   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03
   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03
   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03
   0.10000E+01   0.10000E+01   0.10000E+01   0.10000E+01   0.10000E+01   0.10000E+01   0.10000E+01   0.10000E+01

   0.64365E+01   0.66561E+01   0.20289E+02   0.21684E+01   0.11393E+02   0.65269E+01   0.11842E+02   0.42080E+01
  -0.99999E+03  -0.99999E+03  -0.99999E+03  -0.99999E+03  -0.99999E+03  -0.99999E+03  -0.99999E+03  -0.99999E+03
  -0.99999E+03  -0.99999E+03  -0.99999E+03  -0.99999E+03  -0.99999E+03  -0.99999E+03  -0.99999E+03  -0.99999E+03
   0.51785E+01   0.86952E+01   0.92855E+01   0.49084E+01   0.58264E+01   0.47062E+01   0.21977E+02   0.27858E+01
  -0.99999E+03  -0.99999E+03  -0.99999E+03  -0.99999E+03  -0.99999E+03  -0.99999E+03  -0.99999E+03  -0.99999E+03
   0.12797E+02   0.30886E+02   0.14694E+02   0.14036E+03   0.14559E+02   0.14339E+02   0.52225E+01   0.48291E+01
  -0.99999E+03  -0.99999E+03  -0.99999E+03  -0.99999E+03  -0.99999E+03  -0.99999E+03  -0.99999E+03  -0.99999E+03
