

   0.00000E+00   0.00000E+00   0.00000E+00   0.10234E+02   0.00000E+00   0.00000E+00
   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03
   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03
   0.33058E+01   0.00000E+00   0.00000E+00   0.52532E+01   0.00000E+00   0.00000E+00
   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03
   0.00000E+00   0.12064E+03   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03
   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03
   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03
   0.00000E+00   0.00000E+00   0.00000E+00   0.88739E+01   0.00000E+00   0.00000E+00
   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03
   0.47329E+01   0.00000E+00   0.00000E+00   0.20752E+01   0.00000E+00   0.00000E+00
   0.15290E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03
   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03
   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03
   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03
   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03
   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03
   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03
   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03
   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03
   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03
   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03
   0.00000E+00   0.00000E+00   0.19207E+02   0.00000E+00   0.00000E+00   0.00000E+00
   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.80996E+02
   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.77639E+02   0.00000E+00
   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03
   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03
   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03
   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03
   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03
   0.10000E+01   0.10000E+01   0.10000E+01   0.10000E+01   0.10000E+01   0.10000E+01

   0.59170E+01   0.22157E+01   0.63179E+01   0.20140E+02   0.37804E+01   0.66140E+01
  -0.99999E+03  -0.99999E+03  -0.99999E+03  -0.99999E+03  -0.99999E+03  -0.99999E+03
  -0.99999E+03  -0.99999E+03  -0.99999E+03  -0.99999E+03  -0.99999E+03  -0.99999E+03
   0.13418E+02   0.33467E+01   0.31766E+01   0.13356E+02   0.18709E+01   0.26945E+01
  -0.99999E+03  -0.99999E+03  -0.99999E+03  -0.99999E+03  -0.99999E+03  -0.99999E+03
   0.84640E+01   0.14362E+03   0.13200E+02   0.65186E+01   0.47650E+01   0.13634E+02
  -0.99999E+03  -0.99999E+03  -0.99999E+03  -0.99999E+03  -0.99999E+03  -0.99999E+03
  -0.99999E+03  -0.99999E+03  -0.99999E+03  -0.99999E+03  -0.99999E+03  -0.99999E+03
  -0.99999E+03  -0.99999E+03  -0.99999E+03  -0.99999E+03  -0.99999E+03  -0.99999E+03
   0.37673E+01   0.12224E+01   0.37007E+01   0.15135E+02   0.18828E+01   0.32726E+01
  -0.99999E+03  -0.99999E+03  -0.99999E+03  -0.99999E+03  -0.99999E+03  -0.99999E+03
   0.11707E+02   0.23963E+01   0.35064E+01   0.77619E+01   0.35290E+01   0.41532E+01
   0.33258E+02   0.88517E+01   0.87250E+01   0.94240E+01   0.79071E+01   0.89654E+01
  -0.99999E+03  -0.99999E+03  -0.99999E+03  -0.99999E+03  -0.99999E+03  -0.99999E+03
