

   0.00000E+00   0.00000E+00   0.17001E+02   0.00000E+00
   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03
   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03
   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03
   0.00000E+00   0.79194E-01   0.16294E+02   0.37004E+01
   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03
   0.00000E+00   0.00000E+00   0.00000E+00   0.17311E+03
   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03
   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03
   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03
   0.00000E+00   0.00000E+00   0.11563E+02   0.00000E+00
   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03
   0.00000E+00   0.10132E+01   0.69939E+01   0.41330E+01
   0.00000E+00   0.33477E+01   0.66370E+01   0.16873E+02
   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03
   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03
   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03
   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03
   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03
   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03
   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03
   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03
   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03
   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03
   0.21930E-01   0.14091E+00   0.40052E-02   0.00000E+00
   0.00000E+00   0.13873E+02   0.00000E+00   0.00000E+00
   0.10152E+03   0.00000E+00   0.00000E+00   0.00000E+00
   0.00000E+00   0.65337E+02   0.00000E+00   0.12071E+02
   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03
   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03
   0.00000E+00   0.27223E+01   0.00000E+00   0.99202E+02
   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03
   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03
   0.10000E+01   0.10000E+01   0.10000E+01   0.10000E+01

   0.39531E+01   0.27456E+01   0.23354E+02   0.28856E+01
  -0.99999E+03  -0.99999E+03  -0.99999E+03  -0.99999E+03
  -0.99999E+03  -0.99999E+03  -0.99999E+03  -0.99999E+03
  -0.99999E+03  -0.99999E+03  -0.99999E+03  -0.99999E+03
   0.24609E+01   0.31429E+01   0.22034E+02   0.75025E+01
  -0.99999E+03  -0.99999E+03  -0.99999E+03  -0.99999E+03
   0.11070E+02   0.65928E+01   0.11873E+02   0.19961E+03
  -0.99999E+03  -0.99999E+03  -0.99999E+03  -0.99999E+03
  -0.99999E+03  -0.99999E+03  -0.99999E+03  -0.99999E+03
  -0.99999E+03  -0.99999E+03  -0.99999E+03  -0.99999E+03
   0.22186E+01   0.13571E+01   0.15485E+02   0.16710E+01
  -0.99999E+03  -0.99999E+03  -0.99999E+03  -0.99999E+03
   0.22161E+01   0.31105E+01   0.10094E+02   0.64759E+01
   0.42348E+01   0.83781E+01   0.12110E+02   0.22786E+02
  -0.99999E+03  -0.99999E+03  -0.99999E+03  -0.99999E+03
  -0.99999E+03  -0.99999E+03  -0.99999E+03  -0.99999E+03
  -0.99999E+03  -0.99999E+03  -0.99999E+03  -0.99999E+03
  -0.99999E+03  -0.99999E+03  -0.99999E+03  -0.99999E+03
  -0.99999E+03  -0.99999E+03  -0.99999E+03  -0.99999E+03
  -0.99999E+03  -0.99999E+03  -0.99999E+03  -0.99999E+03
  -0.99999E+03  -0.99999E+03  -0.99999E+03  -0.99999E+03
  -0.99999E+03  -0.99999E+03  -0.99999E+03  -0.99999E+03
  -0.99999E+03  -0.99999E+03  -0.99999E+03  -0.99999E+03
  -0.99999E+03  -0.99999E+03  -0.99999E+03  -0.99999E+03
   0.20510E+00   0.29228E+00   0.10637E+00   0.78927E-01
   0.16451E+01   0.16356E+02   0.63946E+00   0.10950E+01
   0.16062E+03   0.41151E+02   0.19886E+02   0.20932E+02
   0.40185E+02   0.10556E+03   0.21323E+02   0.34875E+02
  -0.99999E+03  -0.99999E+03  -0.99999E+03  -0.99999E+03
  -0.99999E+03  -0.99999E+03  -0.99999E+03  -0.99999E+03
   0.46084E+02   0.45298E+02   0.35401E+02   0.13657E+03
  -0.99999E+03  -0.99999E+03  -0.99999E+03  -0.99999E+03
  -0.99999E+03  -0.99999E+03  -0.99999E+03  -0.99999E+03
   0.10000E+01   0.10000E+01   0.10000E+01   0.10000E+01


   0.00000E+00   0.00000E+00   0.15991E+02   0.00000E+00
   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03
   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03
   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03
   0.00000E+00   0.00000E+00   0.15543E+02   0.33280E+01
   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03
   0.00000E+00   0.00000E+00   0.00000E+00   0.17063E+03
   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03
   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03
   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03
   0.00000E+00   0.00000E+00   0.11123E+02   0.00000E+00
   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03
   0.00000E+00   0.69636E+00   0.66029E+01   0.38522E+01
   0.00000E+00   0.23638E+01   0.58507E+01   0.16002E+02
   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03
   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03
   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03
   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03
   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03
   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03
   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03
   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03
   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03
   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03
   0.00000E+00   0.11942E+00   0.00000E+00   0.00000E+00
   0.00000E+00   0.13709E+02   0.00000E+00   0.00000E+00
   0.98914E+02   0.00000E+00   0.00000E+00   0.00000E+00
   0.00000E+00   0.59679E+02   0.00000E+00   0.85144E+01
   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03
   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03
   0.00000E+00   0.00000E+00   0.00000E+00   0.93098E+02
   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03
   0.99999E+03   0.99999E+03   0.99999E+03   0.99999E+03
   0.10000E+01   0.10000E+01   0.10000E+01   0.10000E+01

   0.51083E+01   0.34571E+01   0.24100E+02   0.35416E+01
  -0.99999E+03  -0.99999E+03  -0.99999E+03  -0.99999E+03
  -0.99999E+03  -0.99999E+03  -0.99999E+03  -0.99999E+03
  -0.99999E+03  -0.99999E+03  -0.99999E+03  -0.99999E+03
   0.30571E+01   0.35497E+01   0.22757E+02   0.80408E+01
  -0.99999E+03  -0.99999E+03  -0.99999E+03  -0.99999E+03
   0.11746E+02   0.70790E+01   0.13510E+02   0.20311E+03
  -0.99999E+03  -0.99999E+03  -0.99999E+03  -0.99999E+03
  -0.99999E+03  -0.99999E+03  -0.99999E+03  -0.99999E+03
  -0.99999E+03  -0.99999E+03  -0.99999E+03  -0.99999E+03
   0.25587E+01   0.15929E+01   0.15881E+02   0.19017E+01
  -0.99999E+03  -0.99999E+03  -0.99999E+03  -0.99999E+03
   0.26556E+01   0.34236E+01   0.10543E+02   0.68761E+01
   0.56771E+01   0.91653E+01   0.12975E+02   0.23788E+02
  -0.99999E+03  -0.99999E+03  -0.99999E+03  -0.99999E+03
  -0.99999E+03  -0.99999E+03  -0.99999E+03  -0.99999E+03
  -0.99999E+03  -0.99999E+03  -0.99999E+03  -0.99999E+03
  -0.99999E+03  -0.99999E+03  -0.99999E+03  -0.99999E+03
  -0.99999E+03  -0.99999E+03  -0.99999E+03  -0.99999E+03
  -0.99999E+03  -0.99999E+03  -0.99999E+03  -0.99999E+03
  -0.99999E+03  -0.99999E+03  -0.99999E+03  -0.99999E+03
  -0.99999E+03  -0.99999E+03  -0.99999E+03  -0.99999E+03
  -0.99999E+03  -0.99999E+03  -0.99999E+03  -0.99999E+03
  -0.99999E+03  -0.99999E+03  -0.99999E+03  -0.99999E+03
   0.23898E+00   0.31204E+00   0.12692E+00   0.94428E-01
   0.17496E+01   0.16415E+02   0.76995E+00   0.12766E+01
   0.16110E+03   0.43357E+02   0.24227E+02   0.23106E+02
   0.48932E+02   0.11078E+03   0.26149E+02   0.38979E+02
